"0";"2";"23-OCT-2017 09:38:45";"CC11LIST V0734";"C:\Users\Administrator\Desktop\Ì©ÖÝÍò´ïÏ£¶û¶Ù¾Æµê170217\DCR002C.DAT";"ISOLATIN-1";"";"";"";"";"";"";"";"";"";""
"3303";"2";"65243";"1419";"65527";"0";"????";"±ê×¼²ã / 6-7²ã";"";"X";"0000";"-";"PHYS";"02:005:001:069:000";"0";"0"
"3304";"2";"65242";"1422";"65243";"3478";"????";"1422/65242";"1422/65242";"X";"0000";"-";"PHYS";"02:005:001:069:001";"0";"0"
"3305";"2";"65241";"1422";"65243";"3479";"????";"1422/65241";"1422/65241";"X";"0000";"-";"PHYS";"02:005:001:069:002";"0";"0"
"3306";"2";"65240";"1422";"65243";"0";"????";"1422/65240";"1422/65240";"X";"0000";"-";"PHYS";"02:005:001:069:003";"0";"0"
"3307";"2";"65239";"1422";"65243";"0";"????";"1422/65239";"1422/65239";"X";"0000";"-";"PHYS";"02:005:001:069:004";"0";"0"
"3308";"2";"65238";"1418";"65527";"0";"????";"1418/65238";"1418/65238";"X";"0000";"-";"PHYS";"02:005:001:070:000";"0";"0"
"3309";"2";"65237";"1417";"65527";"0";"????";"1417/65237";"1417/65237";"X";"0000";"-";"PHYS";"02:005:001:071:000";"0";"0"
"3310";"2";"65236";"1419";"65527";"0";"????";"±ê×¼²ã / 6-7²ã";"";"X";"0000";"-";"PHYS";"02:005:001:072:000";"0";"0"
"3311";"2";"65235";"1422";"65236";"3863";"????";"1422/65235";"1422/65235";"X";"0000";"-";"PHYS";"02:005:001:072:001";"0";"0"
"3312";"2";"65234";"1422";"65236";"0";"????";"1422/65234";"1422/65234";"X";"0000";"-";"PHYS";"02:005:001:072:002";"0";"0"
"3313";"2";"65233";"1422";"65236";"0";"????";"1422/65233";"1422/65233";"X";"0000";"-";"PHYS";"02:005:001:072:003";"0";"0"
"3314";"2";"65232";"1422";"65236";"0";"????";"1422/65232";"1422/65232";"X";"0000";"-";"PHYS";"02:005:001:072:004";"0";"0"
"3315";"2";"65231";"1419";"65527";"0";"????";"±ê×¼²ã / 6-7²ã";"";"X";"0000";"-";"PHYS";"02:005:001:073:000";"0";"0"
"3316";"2";"65226";"1422";"65231";"826";"????";"1422/65226";"1422/65226";"X";"0000";"-";"PHYS";"02:005:001:073:001";"0";"0"
"3317";"2";"65225";"1422";"65231";"0";"????";"1422/65225";"1422/65225";"X";"0000";"-";"PHYS";"02:005:001:073:002";"0";"0"
"3318";"2";"65224";"1422";"65231";"0";"????";"1422/65224";"1422/65224";"X";"0000";"-";"PHYS";"02:005:001:073:003";"0";"0"
"3319";"2";"65223";"1422";"65231";"0";"????";"1422/65223";"1422/65223";"X";"0000";"-";"PHYS";"02:005:001:073:004";"0";"0"
"3320";"2";"65222";"1418";"65527";"0";"????";"1418/65222";"1418/65222";"X";"0000";"-";"PHYS";"02:005:001:074:000";"0";"0"
"3321";"2";"65221";"1417";"65527";"0";"????";"1417/65221";"1417/65221";"X";"0000";"-";"PHYS";"02:005:001:075:000";"0";"0"
"3322";"2";"65220";"1417";"65527";"0";"????";"1417/65220";"1417/65220";"X";"0000";"-";"PHYS";"02:005:001:076:000";"0";"0"
"3323";"2";"65217";"1417";"65527";"0";"????";"1417/65217";"1417/65217";"X";"0000";"-";"PHYS";"02:005:001:077:000";"0";"0"
"3324";"2";"64909";"1417";"65527";"0";"????";"1417/64909";"1417/64909";"X";"0000";"-";"PHYS";"02:005:001:078:000";"0";"0"
"3325";"2";"65215";"1417";"65527";"0";"????";"1417/65215";"1417/65215";"X";"0000";"-";"PHYS";"02:005:001:079:000";"0";"0"
"3326";"2";"65216";"1418";"65527";"0";"????";"1418/65216";"1418/65216";"X";"0000";"-";"PHYS";"02:005:001:080:000";"0";"0"
"3327";"2";"65213";"1417";"65527";"0";"????";"1417/65213";"1417/65213";"X";"0000";"-";"PHYS";"02:005:001:081:000";"0";"0"
"3328";"2";"65214";"1417";"65527";"0";"????";"1417/65214";"1417/65214";"X";"0000";"-";"PHYS";"02:005:001:082:000";"0";"0"
"3329";"2";"64917";"1417";"65527";"0";"????";"1417/64917";"1417/64917";"X";"0000";"-";"PHYS";"02:005:001:083:000";"0";"0"
"3330";"2";"65207";"1419";"65527";"0";"????";"±ê×¼²ã / 6-7²ã";"";"X";"0000";"-";"PHYS";"02:005:001:084:000";"0";"0"
"3331";"2";"65202";"1422";"65207";"3495";"????";"1422/65202";"1422/65202";"X";"0000";"-";"PHYS";"02:005:001:084:001";"0";"0"
"3332";"2";"65201";"1422";"65207";"0";"????";"1422/65201";"1422/65201";"X";"0000";"-";"PHYS";"02:005:001:084:002";"0";"0"
"3333";"2";"65200";"1422";"65207";"0";"????";"1422/65200";"1422/65200";"X";"0000";"-";"PHYS";"02:005:001:084:003";"0";"0"
"3334";"2";"65199";"1422";"65207";"0";"????";"1422/65199";"1422/65199";"X";"0000";"-";"PHYS";"02:005:001:084:004";"0";"0"
"3335";"2";"65212";"1419";"65527";"0";"????";"±ê×¼²ã / 6-7²ã";"";"X";"0000";"-";"PHYS";"02:005:001:085:000";"0";"0"
"3336";"2";"65211";"1422";"65212";"3865";"????";"1422/65211";"1422/65211";"X";"0000";"-";"PHYS";"02:005:001:085:001";"0";"0"
"3337";"2";"65210";"1422";"65212";"0";"????";"1422/65210";"1422/65210";"X";"0000";"-";"PHYS";"02:005:001:085:002";"0";"0"
"3338";"2";"65209";"1422";"65212";"0";"????";"1422/65209";"1422/65209";"X";"0000";"-";"PHYS";"02:005:001:085:003";"0";"0"
"3339";"2";"65208";"1422";"65212";"0";"????";"1422/65208";"1422/65208";"X";"0000";"-";"PHYS";"02:005:001:085:004";"0";"0"
"3340";"2";"65198";"1418";"65527";"0";"????";"1418/65198";"1418/65198";"X";"0000";"-";"PHYS";"02:005:001:086:000";"0";"0"
"3341";"2";"65197";"1417";"65527";"0";"????";"1417/65197";"1417/65197";"X";"0000";"-";"PHYS";"02:005:001:087:000";"0";"0"
"3342";"2";"65195";"1417";"65527";"0";"????";"1417/65195";"1417/65195";"X";"0000";"-";"PHYS";"02:005:001:088:000";"0";"0"
"3343";"2";"64916";"1417";"65527";"0";"????";"1417/64916";"1417/64916";"X";"0000";"-";"PHYS";"02:005:001:089:000";"0";"0"
"3344";"2";"65194";"1418";"65527";"0";"????";"1418/65194";"1418/65194";"X";"0000";"-";"PHYS";"02:005:001:090:000";"0";"0"
"3345";"2";"65193";"1417";"65527";"0";"????";"1417/65193";"1417/65193";"X";"0000";"-";"PHYS";"02:005:001:091:000";"0";"0"
"3346";"2";"64907";"1417";"65527";"0";"????";"1417/64907";"1417/64907";"X";"0000";"-";"PHYS";"02:005:001:092:000";"0";"0"
"3347";"2";"65191";"1418";"65527";"0";"????";"1418/65191";"1418/65191";"X";"0000";"-";"PHYS";"02:005:001:093:000";"0";"0"
"3348";"2";"65190";"1417";"65527";"0";"????";"1417/65190";"1417/65190";"X";"0000";"-";"PHYS";"02:005:001:094:000";"0";"0"
"3349";"2";"65188";"1417";"65527";"0";"????";"1417/65188";"1417/65188";"X";"0000";"-";"PHYS";"02:005:001:095:000";"0";"0"
"3350";"2";"65187";"1417";"65527";"0";"????";"1417/65187";"1417/65187";"X";"0000";"-";"PHYS";"02:005:001:096:000";"0";"0"
"3351";"2";"65186";"1417";"65527";"0";"????";"1417/65186";"1417/65186";"X";"0000";"-";"PHYS";"02:005:001:097:000";"0";"0"
"3352";"2";"65185";"1417";"65527";"0";"????";"1417/65185";"1417/65185";"X";"0000";"-";"PHYS";"02:005:001:098:000";"0";"0"
"3353";"2";"65184";"1417";"65527";"0";"????";"1417/65184";"1417/65184";"X";"0000";"-";"PHYS";"02:005:001:099:000";"0";"0"
"3354";"2";"65183";"1417";"65527";"0";"????";"1417/65183";"1417/65183";"X";"0000";"-";"PHYS";"02:005:001:100:000";"0";"0"
"3355";"2";"64906";"1417";"65527";"0";"????";"1417/64906";"1417/64906";"X";"0000";"-";"PHYS";"02:005:001:101:000";"0";"0"
"3356";"2";"65182";"1418";"65527";"0";"????";"1418/65182";"1418/65182";"X";"0000";"-";"PHYS";"02:005:001:102:000";"0";"0"
"3357";"2";"65181";"1417";"65527";"0";"????";"1417/65181";"1417/65181";"X";"0000";"-";"PHYS";"02:005:001:103:000";"0";"0"
"3358";"2";"65179";"1417";"65527";"0";"????";"1417/65179";"1417/65179";"X";"0000";"-";"PHYS";"02:005:001:104:000";"0";"0"
"3359";"2";"65178";"1417";"65527";"0";"????";"1417/65178";"1417/65178";"X";"0000";"-";"PHYS";"02:005:001:105:000";"0";"0"
"3360";"2";"65177";"1417";"65527";"0";"????";"1417/65177";"1417/65177";"X";"0000";"-";"PHYS";"02:005:001:106:000";"0";"0"
"3361";"2";"64905";"1417";"65527";"0";"????";"1417/64905";"1417/64905";"X";"0000";"-";"PHYS";"02:005:001:107:000";"0";"0"
"3362";"2";"65176";"1418";"65527";"0";"????";"1418/65176";"1418/65176";"X";"0000";"-";"PHYS";"02:005:001:108:000";"0";"0"
"3363";"2";"65170";"1419";"65527";"0";"????";"±ê×¼²ã / 6-7²ã";"";"X";"0000";"-";"PHYS";"02:005:001:109:000";"0";"0"
"3364";"2";"65165";"1422";"65170";"3496";"????";"1422/65165";"1422/65165";"X";"0000";"-";"PHYS";"02:005:001:109:001";"0";"0"
"3365";"2";"65164";"1422";"65170";"0";"????";"1422/65164";"1422/65164";"X";"0000";"-";"PHYS";"02:005:001:109:002";"0";"0"
"3366";"2";"65163";"1422";"65170";"0";"????";"1422/65163";"1422/65163";"X";"0000";"-";"PHYS";"02:005:001:109:003";"0";"0"
"3367";"2";"65162";"1422";"65170";"0";"????";"1422/65162";"1422/65162";"X";"0000";"-";"PHYS";"02:005:001:109:004";"0";"0"
"3368";"2";"65175";"1419";"65527";"0";"????";"±ê×¼²ã / 6-7²ã";"";"X";"0000";"-";"PHYS";"02:005:001:110:000";"0";"0"
"3369";"2";"65174";"1422";"65175";"3867";"????";"1422/65174";"1422/65174";"X";"0000";"-";"PHYS";"02:005:001:110:001";"0";"0"
"3370";"2";"65173";"1422";"65175";"0";"????";"1422/65173";"1422/65173";"X";"0000";"-";"PHYS";"02:005:001:110:002";"0";"0"
"3371";"2";"65172";"1422";"65175";"0";"????";"1422/65172";"1422/65172";"X";"0000";"-";"PHYS";"02:005:001:110:003";"0";"0"
"3372";"2";"65171";"1422";"65175";"0";"????";"1422/65171";"1422/65171";"X";"0000";"-";"PHYS";"02:005:001:110:004";"0";"0"
"3373";"2";"65161";"1418";"65527";"0";"????";"1418/65161";"1418/65161";"X";"0000";"-";"PHYS";"02:005:001:111:000";"0";"0"
"3374";"2";"65160";"1417";"65527";"0";"????";"1417/65160";"1417/65160";"X";"0000";"-";"PHYS";"02:005:001:112:000";"0";"0"
"3375";"2";"65159";"1417";"65527";"0";"????";"1417/65159";"1417/65159";"X";"0000";"-";"PHYS";"02:005:001:113:000";"0";"0"
"3376";"2";"65158";"1418";"65527";"0";"????";"1418/65158";"1418/65158";"X";"0000";"-";"PHYS";"02:005:001:114:000";"0";"0"
"3377";"2";"65157";"1417";"65527";"0";"????";"1417/65157";"1417/65157";"X";"0000";"-";"PHYS";"02:005:001:115:000";"0";"0"
"3378";"2";"65156";"1417";"65527";"0";"????";"1417/65156";"1417/65156";"X";"0000";"-";"PHYS";"02:005:001:116:000";"0";"0"
"3379";"2";"65155";"1417";"65527";"0";"????";"1417/65155";"1417/65155";"X";"0000";"-";"PHYS";"02:005:001:117:000";"0";"0"
"3380";"2";"65154";"1417";"65527";"0";"????";"1417/65154";"1417/65154";"X";"0000";"-";"PHYS";"02:005:001:118:000";"0";"0"
"3381";"2";"65153";"1417";"65527";"0";"????";"1417/65153";"1417/65153";"X";"0000";"-";"PHYS";"02:005:001:119:000";"0";"0"
"3382";"2";"65526";"1308";"65528";"0";"????";"2#±ê×¼²ãÇøÖ÷»ú";"17-18²ã»ØÂ·";"X";"0000";"-";"PHYS";"02:005:002:000:000";"0";"0"
"3383";"2";"63750";"1419";"65526";"0";"????";"2#±ê×¼²ãÖ÷»ú / 17-18F»ØÂ·";"";"X";"0000";"-";"PHYS";"02:005:002:001:000";"0";"0"
"3384";"2";"63745";"1422";"63750";"3011";"????";"1422/63745";"1422/63745";"X";"0000";"-";"PHYS";"02:005:002:001:001";"0";"0"
"3385";"2";"63744";"1422";"63750";"0";"????";"1422/63744";"1422/63744";"X";"0000";"-";"PHYS";"02:005:002:001:002";"0";"0"
"3386";"2";"63743";"1422";"63750";"0";"????";"1422/63743";"1422/63743";"X";"0000";"-";"PHYS";"02:005:002:001:003";"0";"0"
"3387";"2";"63742";"1422";"63750";"0";"????";"1422/63742";"1422/63742";"X";"0000";"-";"PHYS";"02:005:002:001:004";"0";"0"
"3388";"2";"64403";"1419";"65526";"0";"????";"2#±ê×¼²ãÖ÷»ú / 17-18F»ØÂ·";"";"X";"0000";"-";"PHYS";"02:005:002:002:000";"0";"0"
"3389";"2";"64398";"1422";"64403";"3066";"????";"1422/64398";"1422/64398";"X";"0000";"-";"PHYS";"02:005:002:002:001";"0";"0"
"3390";"2";"64397";"1422";"64403";"0";"????";"1422/64397";"1422/64397";"X";"0000";"-";"PHYS";"02:005:002:002:002";"0";"0"
"3391";"2";"64396";"1422";"64403";"0";"????";"1422/64396";"1422/64396";"X";"0000";"-";"PHYS";"02:005:002:002:003";"0";"0"
"3392";"2";"64395";"1422";"64403";"0";"????";"1422/64395";"1422/64395";"X";"0000";"-";"PHYS";"02:005:002:002:004";"0";"0"
"3393";"2";"64394";"1417";"65526";"0";"????";"1417/64394";"1417/64394";"X";"0000";"-";"PHYS";"02:005:002:003:000";"0";"0"
"3394";"2";"63741";"1417";"65526";"0";"????";"1417/63741";"1417/63741";"X";"0000";"-";"PHYS";"02:005:002:004:000";"0";"0"
"3395";"2";"64393";"1419";"65526";"0";"????";"2#±ê×¼²ãÖ÷»ú / 17-18F»ØÂ·";"";"X";"0000";"-";"PHYS";"02:005:002:005:000";"0";"0"
"3396";"2";"64392";"1422";"64393";"3997";"????";"1422/64392";"1422/64392";"X";"0000";"-";"PHYS";"02:005:002:005:001";"0";"0"
"3397";"2";"64391";"1422";"64393";"3999";"????";"1422/64391";"1422/64391";"X";"0000";"-";"PHYS";"02:005:002:005:002";"0";"0"
"3398";"2";"64390";"1422";"64393";"4001";"????";"1422/64390";"1422/64390";"X";"0000";"-";"PHYS";"02:005:002:005:003";"0";"0"
"3399";"2";"64389";"1422";"64393";"4003";"????";"1422/64389";"1422/64389";"X";"0000";"-";"PHYS";"02:005:002:005:004";"0";"0"
"3400";"2";"64388";"1419";"65526";"0";"????";"2#±ê×¼²ãÖ÷»ú / 17-18F»ØÂ·";"";"X";"0000";"-";"PHYS";"02:005:002:006:000";"0";"0"
"3401";"2";"64383";"1422";"64388";"3059";"????";"1422/64383";"1422/64383";"X";"0000";"-";"PHYS";"02:005:002:006:001";"0";"0"
"3402";"2";"64382";"1422";"64388";"3060";"????";"1422/64382";"1422/64382";"X";"0000";"-";"PHYS";"02:005:002:006:002";"0";"0"
"3403";"2";"64381";"1422";"64388";"3061";"????";"1422/64381";"1422/64381";"X";"0000";"-";"PHYS";"02:005:002:006:003";"0";"0"
"3404";"2";"64380";"1422";"64388";"3062";"????";"1422/64380";"1422/64380";"X";"0000";"-";"PHYS";"02:005:002:006:004";"0";"0"
"3405";"2";"64379";"1417";"65526";"0";"????";"1417/64379";"1417/64379";"X";"0000";"-";"PHYS";"02:005:002:007:000";"0";"0"
"3406";"2";"64378";"1419";"65526";"0";"????";"2#±ê×¼²ãÖ÷»ú / 17-18F»ØÂ·";"";"X";"0000";"-";"PHYS";"02:005:002:008:000";"0";"0"
"3407";"2";"64377";"1422";"64378";"3568";"????";"1422/64377";"1422/64377";"X";"0000";"-";"PHYS";"02:005:002:008:001";"0";"0"
"3408";"2";"64376";"1422";"64378";"3569";"????";"1422/64376";"1422/64376";"X";"0000";"-";"PHYS";"02:005:002:008:002";"0";"0"
"3409";"2";"64375";"1422";"64378";"0";"????";"1422/64375";"1422/64375";"X";"0000";"-";"PHYS";"02:005:002:008:003";"0";"0"
"3410";"2";"64374";"1422";"64378";"0";"????";"1422/64374";"1422/64374";"X";"0000";"-";"PHYS";"02:005:002:008:004";"0";"0"
"3411";"2";"64373";"1418";"65526";"0";"????";"1418/64373";"1418/64373";"X";"0000";"-";"PHYS";"02:005:002:009:000";"0";"0"
"3412";"2";"64372";"1417";"65526";"0";"????";"1417/64372";"1417/64372";"X";"0000";"-";"PHYS";"02:005:002:010:000";"0";"0"
"3413";"2";"64371";"1419";"65526";"0";"????";"2#±ê×¼²ãÖ÷»ú / 17-18F»ØÂ·";"";"X";"0000";"-";"PHYS";"02:005:002:011:000";"0";"0"
"3414";"2";"64366";"1422";"64371";"3065";"????";"1422/64366";"1422/64366";"X";"0000";"-";"PHYS";"02:005:002:011:001";"0";"0"
"3415";"2";"64365";"1422";"64371";"0";"????";"1422/64365";"1422/64365";"X";"0000";"-";"PHYS";"02:005:002:011:002";"0";"0"
"3416";"2";"64364";"1422";"64371";"0";"????";"1422/64364";"1422/64364";"X";"0000";"-";"PHYS";"02:005:002:011:003";"0";"0"
"3417";"2";"64363";"1422";"64371";"0";"????";"1422/64363";"1422/64363";"X";"0000";"-";"PHYS";"02:005:002:011:004";"0";"0"
"3418";"2";"64362";"1419";"65526";"0";"????";"2#±ê×¼²ãÖ÷»ú / 17-18F»ØÂ·";"";"X";"0000";"-";"PHYS";"02:005:002:012:000";"0";"0"
"3419";"2";"64361";"1422";"64362";"4005";"????";"1422/64361";"1422/64361";"X";"0000";"-";"PHYS";"02:005:002:012:001";"0";"0"
"3420";"2";"64360";"1422";"64362";"0";"????";"1422/64360";"1422/64360";"X";"0000";"-";"PHYS";"02:005:002:012:002";"0";"0"
"3421";"2";"64359";"1422";"64362";"0";"????";"1422/64359";"1422/64359";"X";"0000";"-";"PHYS";"02:005:002:012:003";"0";"0"
"3422";"2";"64358";"1422";"64362";"0";"????";"1422/64358";"1422/64358";"X";"0000";"-";"PHYS";"02:005:002:012:004";"0";"0"
"3423";"2";"64357";"1418";"65526";"0";"????";"1418/64357";"1418/64357";"X";"0000";"-";"PHYS";"02:005:002:013:000";"0";"0"
"3424";"2";"64356";"1417";"65526";"0";"????";"1417/64356";"1417/64356";"X";"0000";"-";"PHYS";"02:005:002:014:000";"0";"0"
"3425";"2";"64355";"1417";"65526";"0";"????";"1417/64355";"1417/64355";"X";"0000";"-";"PHYS";"02:005:002:015:000";"0";"0"
"3426";"2";"64354";"1417";"65526";"0";"????";"1417/64354";"1417/64354";"X";"0000";"-";"PHYS";"02:005:002:016:000";"0";"0"
"3427";"2";"64353";"1417";"65526";"0";"????";"1417/64353";"1417/64353";"X";"0000";"-";"PHYS";"02:005:002:017:000";"0";"0"
"3428";"2";"64352";"1417";"65526";"0";"????";"1417/64352";"1417/64352";"X";"0000";"-";"PHYS";"02:005:002:018:000";"0";"0"
"3429";"2";"64351";"1418";"65526";"0";"????";"1418/64351";"1418/64351";"X";"0000";"-";"PHYS";"02:005:002:019:000";"0";"0"
"3430";"2";"64350";"1417";"65526";"0";"????";"1417/64350";"1417/64350";"X";"0000";"-";"PHYS";"02:005:002:020:000";"0";"0"
"3431";"2";"64349";"1417";"65526";"0";"????";"1417/64349";"1417/64349";"X";"0000";"-";"PHYS";"02:005:002:021:000";"0";"0"
"3432";"2";"64348";"1417";"65526";"0";"????";"1417/64348";"1417/64348";"X";"0000";"-";"PHYS";"02:005:002:022:000";"0";"0"
"3433";"2";"64347";"1419";"65526";"0";"????";"2#±ê×¼²ãÖ÷»ú / 17-18F»ØÂ·";"";"X";"0000";"-";"PHYS";"02:005:002:023:000";"0";"0"
"3434";"2";"64346";"1422";"64347";"4007";"????";"1422/64346";"1422/64346";"X";"0000";"-";"PHYS";"02:005:002:023:001";"0";"0"
"3435";"2";"64345";"1422";"64347";"0";"????";"1422/64345";"1422/64345";"X";"0000";"-";"PHYS";"02:005:002:023:002";"0";"0"
"3436";"2";"64344";"1422";"64347";"0";"????";"1422/64344";"1422/64344";"X";"0000";"-";"PHYS";"02:005:002:023:003";"0";"0"
"3437";"2";"64343";"1422";"64347";"0";"????";"1422/64343";"1422/64343";"X";"0000";"-";"PHYS";"02:005:002:023:004";"0";"0"
"3438";"2";"64342";"1419";"65526";"0";"????";"2#±ê×¼²ãÖ÷»ú / 17-18F»ØÂ·";"";"X";"0000";"-";"PHYS";"02:005:002:024:000";"0";"0"
"3439";"2";"64337";"1422";"64342";"3063";"????";"1422/64337";"1422/64337";"X";"0000";"-";"PHYS";"02:005:002:024:001";"0";"0"
"3440";"2";"64336";"1422";"64342";"0";"????";"1422/64336";"1422/64336";"X";"0000";"-";"PHYS";"02:005:002:024:002";"0";"0"
"3441";"2";"64335";"1422";"64342";"0";"????";"1422/64335";"1422/64335";"X";"0000";"-";"PHYS";"02:005:002:024:003";"0";"0"
"3442";"2";"64334";"1422";"64342";"0";"????";"1422/64334";"1422/64334";"X";"0000";"-";"PHYS";"02:005:002:024:004";"0";"0"
"3443";"2";"64333";"1418";"65526";"0";"????";"1418/64333";"1418/64333";"X";"0000";"-";"PHYS";"02:005:002:025:000";"0";"0"
"3444";"2";"64332";"1417";"65526";"0";"????";"1417/64332";"1417/64332";"X";"0000";"-";"PHYS";"02:005:002:026:000";"0";"0"
"3445";"2";"64331";"1417";"65526";"0";"????";"1417/64331";"1417/64331";"X";"0000";"-";"PHYS";"02:005:002:027:000";"0";"0"
"3446";"2";"64330";"1418";"65526";"0";"????";"1418/64330";"1418/64330";"X";"0000";"-";"PHYS";"02:005:002:028:000";"0";"0"
"3447";"2";"64329";"1417";"65526";"0";"????";"1417/64329";"1417/64329";"X";"0000";"-";"PHYS";"02:005:002:029:000";"0";"0"
"3448";"2";"64328";"1418";"65526";"0";"????";"1418/64328";"1418/64328";"X";"0000";"-";"PHYS";"02:005:002:030:000";"0";"0"
"3449";"2";"64327";"1417";"65526";"0";"????";"1417/64327";"1417/64327";"X";"0000";"-";"PHYS";"02:005:002:031:000";"0";"0"
"3450";"2";"64326";"1417";"65526";"0";"????";"1417/64326";"1417/64326";"X";"0000";"-";"PHYS";"02:005:002:032:000";"0";"0"
"3451";"2";"64325";"1417";"65526";"0";"????";"1417/64325";"1417/64325";"X";"0000";"-";"PHYS";"02:005:002:033:000";"0";"0"
"3452";"2";"64324";"1417";"65526";"0";"????";"1417/64324";"1417/64324";"X";"0000";"-";"PHYS";"02:005:002:034:000";"0";"0"
"3453";"2";"64323";"1417";"65526";"0";"????";"1417/64323";"1417/64323";"X";"0000";"-";"PHYS";"02:005:002:035:000";"0";"0"
"3454";"2";"64322";"1417";"65526";"0";"????";"1417/64322";"1417/64322";"X";"0000";"-";"PHYS";"02:005:002:036:000";"0";"0"
"3455";"2";"64321";"1417";"65526";"0";"????";"1417/64321";"1417/64321";"X";"0000";"-";"PHYS";"02:005:002:037:000";"0";"0"
"3456";"2";"64320";"1417";"65526";"0";"????";"1417/64320";"1417/64320";"X";"0000";"-";"PHYS";"02:005:002:038:000";"0";"0"
"3457";"2";"64319";"1417";"65526";"0";"????";"1417/64319";"1417/64319";"X";"0000";"-";"PHYS";"02:005:002:039:000";"0";"0"
"3458";"2";"64318";"1417";"65526";"0";"????";"1417/64318";"1417/64318";"X";"0000";"-";"PHYS";"02:005:002:040:000";"0";"0"
"3459";"2";"64317";"1418";"65526";"0";"????";"1418/64317";"1418/64317";"X";"0000";"-";"PHYS";"02:005:002:041:000";"0";"0"
"3460";"2";"64180";"1417";"65526";"0";"????";"1417/64180";"1417/64180";"X";"0000";"-";"PHYS";"02:005:002:042:000";"0";"0"
"3461";"2";"64316";"1417";"65526";"0";"????";"1417/64316";"1417/64316";"X";"0000";"-";"PHYS";"02:005:002:043:000";"0";"0"
"3462";"2";"64315";"1418";"65526";"0";"????";"1418/64315";"1418/64315";"X";"0000";"-";"PHYS";"02:005:002:044:000";"0";"0"
"3463";"2";"64314";"1417";"65526";"0";"????";"1417/64314";"1417/64314";"X";"0000";"-";"PHYS";"02:005:002:045:000";"0";"0"
"3464";"2";"64313";"1417";"65526";"0";"????";"1417/64313";"1417/64313";"X";"0000";"-";"PHYS";"02:005:002:046:000";"0";"0"
"3465";"2";"64312";"1417";"65526";"0";"????";"1417/64312";"1417/64312";"X";"0000";"-";"PHYS";"02:005:002:047:000";"0";"0"
"3466";"2";"64311";"1419";"65526";"0";"????";"2#±ê×¼²ãÖ÷»ú / 17-18F»ØÂ·";"";"X";"0000";"-";"PHYS";"02:005:002:048:000";"0";"0"
"3467";"2";"64310";"1422";"64311";"4009";"????";"1422/64310";"1422/64310";"X";"0000";"-";"PHYS";"02:005:002:048:001";"0";"0"
"3468";"2";"64309";"1422";"64311";"0";"????";"1422/64309";"1422/64309";"X";"0000";"-";"PHYS";"02:005:002:048:002";"0";"0"
"3469";"2";"64308";"1422";"64311";"0";"????";"1422/64308";"1422/64308";"X";"0000";"-";"PHYS";"02:005:002:048:003";"0";"0"
"3470";"2";"64307";"1422";"64311";"0";"????";"1422/64307";"1422/64307";"X";"0000";"-";"PHYS";"02:005:002:048:004";"0";"0"
"3471";"2";"64306";"1419";"65526";"0";"????";"2#±ê×¼²ãÖ÷»ú / 17-18F»ØÂ·";"";"X";"0000";"-";"PHYS";"02:005:002:049:000";"0";"0"
"3472";"2";"64301";"1422";"64306";"3585";"????";"1422/64301";"1422/64301";"X";"0000";"-";"PHYS";"02:005:002:049:001";"0";"0"
"3473";"2";"64300";"1422";"64306";"0";"????";"1422/64300";"1422/64300";"X";"0000";"-";"PHYS";"02:005:002:049:002";"0";"0"
"3474";"2";"64299";"1422";"64306";"0";"????";"1422/64299";"1422/64299";"X";"0000";"-";"PHYS";"02:005:002:049:003";"0";"0"
"3475";"2";"64298";"1422";"64306";"0";"????";"1422/64298";"1422/64298";"X";"0000";"-";"PHYS";"02:005:002:049:004";"0";"0"
"3476";"2";"64297";"1418";"65526";"0";"????";"1418/64297";"1418/64297";"X";"0000";"-";"PHYS";"02:005:002:050:000";"0";"0"
"3477";"2";"64296";"1417";"65526";"0";"????";"1417/64296";"1417/64296";"X";"0000";"-";"PHYS";"02:005:002:051:000";"0";"0"
"3478";"2";"64295";"1417";"65526";"0";"????";"1417/64295";"1417/64295";"X";"0000";"-";"PHYS";"02:005:002:052:000";"0";"0"
"3479";"2";"64294";"1418";"65526";"0";"????";"1418/64294";"1418/64294";"X";"0000";"-";"PHYS";"02:005:002:053:000";"0";"0"
"3480";"2";"64293";"1417";"65526";"0";"????";"1417/64293";"1417/64293";"X";"0000";"-";"PHYS";"02:005:002:054:000";"0";"0"
"3481";"2";"64292";"1417";"65526";"0";"????";"1417/64292";"1417/64292";"X";"0000";"-";"PHYS";"02:005:002:055:000";"0";"0"
"3482";"2";"64291";"1417";"65526";"0";"????";"1417/64291";"1417/64291";"X";"0000";"-";"PHYS";"02:005:002:056:000";"0";"0"
"3483";"2";"64290";"1417";"65526";"0";"????";"1417/64290";"1417/64290";"X";"0000";"-";"PHYS";"02:005:002:057:000";"0";"0"
"3484";"2";"64289";"1417";"65526";"0";"????";"1417/64289";"1417/64289";"X";"0000";"-";"PHYS";"02:005:002:058:000";"0";"0"
"3485";"2";"63740";"1417";"65526";"0";"????";"1417/63740";"1417/63740";"X";"0000";"-";"PHYS";"02:005:002:059:000";"0";"0"
"3486";"2";"64288";"1417";"65526";"0";"????";"1417/64288";"1417/64288";"X";"0000";"-";"PHYS";"02:005:002:060:000";"0";"0"
"3487";"2";"64287";"1417";"65526";"0";"????";"1417/64287";"1417/64287";"X";"0000";"-";"PHYS";"02:005:002:061:000";"0";"0"
